ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
2.647694945335388184e-01,7.980576157569885254e-01,1.645246148109436035e-01,4.901680052280426025e-01,7.343485951423645020e-01,4.647338092327117920e-01,-6.700795143842697144e-02,-1.636363863945007324e+00,-1.641091108322143555e+00,2.049487113952636719e+00,-5.547589659690856934e-01,1.558333158493041992e+00,3.103893697261810303e-01,1.876708626747131348e+00
-1.187215819954872131e-01,6.296708583831787109e-01,-4.226068779826164246e-02,7.324796915054321289e-01,-4.284258186817169189e-01,4.814348816871643066e-01,2.194202989339828491e-01,2.048191785812377930e+00,1.987776160240173340e+00,1.889582991600036621e+00,4.757346510887145996e-01,8.467938303947448730e-01,-1.984423398971557617e+00,2.621126890182495117e+00
-1.176847442984580994e-01,-5.848745107650756836e-01,8.906025886535644531e-01,-1.925186365842819214e-01,-2.270616143941879272e-01,6.711546778678894043e-01,6.789189577102661133e-01,1.955059647560119629e+00,-9.741126894950866699e-01,-1.896449089050292969e+00,8.490626811981201172e-01,-1.133507609367370605e+00,-6.709409356117248535e-01,-3.017028093338012695e+00
-3.351153433322906494e-02,4.682723283767700195e-01,7.644371986389160156e-01,3.053753972053527832e-01,-9.683553129434585571e-02,9.415605068206787109e-01,1.040796563029289246e-01,2.194809436798095703e+00,2.778051495552062988e-01,-5.887575149536132812e-01,-1.500111937522888184e+00,7.902585864067077637e-01,-1.965978980064392090e+00,1.503411293029785156e+00
-1.428938060998916626e-01,8.695961534976959229e-02,1.162131547927856445e+00,4.489321112632751465e-01,1.903092712163925171e-01,-2.525873780250549316e-01,8.357284069061279297e-01,-1.690435409545898438e+00,-3.358048796653747559e-01,-9.441422224044799805e-01,-5.443203449249267578e-01,1.314976930618286133e+00,1.159606337547302246e+00,4.129055440425872803e-01
7.572337388992309570e-01,3.004249036312103271e-01,1.762003004550933838e-01,8.298579454421997070e-01,-1.424465030431747437e-01,4.718630313873291016e-01,2.615151405334472656e-01,-2.462914466857910156e+00,-1.874027848243713379e+00,-2.032970428466796875e+00,4.935994446277618408e-01,1.032351016998291016e+00,-9.546133875846862793e-01,9.892272353172302246e-01
-1.965644657611846924e-01,4.227788448333740234e-01,9.863581657409667969e-01,-3.925394713878631592e-01,1.879139244556427002e-01,4.302763640880584717e-01,7.908624410629272461e-01,-8.508515357971191406e-02,-2.427647560834884644e-01,-1.346055030822753906e+00,1.067903399467468262e+00,-2.291652917861938477e+00,-2.935771048069000244e-01,-1.324072003364562988e+00
-1.927677690982818604e-01,3.863684237003326416e-01,6.136905550956726074e-01,3.213808834552764893e-01,8.270610570907592773e-01,3.994139730930328369e-01,-2.305487841367721558e-01,1.059158682823181152e+00,-5.599259212613105774e-02,9.917845129966735840e-01,-1.904151320457458496e+00,-6.215195059776306152e-01,4.160514175891876221e-01,-3.007368564605712891e+00
-4.980656802654266357e-01,4.832801520824432373e-01,4.848478138446807861e-01,-4.025606811046600342e-02,1.148698851466178894e-01,-8.220404386520385742e-01,5.562680959701538086e-01,-1.178401231765747070e+00,-1.209580302238464355e+00,-2.152691841125488281e+00,-1.024077534675598145e+00,-1.019942402839660645e+00,-2.062016248703002930e+00,1.508923411369323730e+00
1.603403538465499878e-01,4.456826746463775635e-01,1.061673283576965332e+00,7.295086383819580078e-01,2.716252803802490234e-01,3.875814080238342285e-01,-4.937788844108581543e-01,-1.924465656280517578e+00,-5.017858743667602539e-01,1.208609580993652344e+00,1.098914770409464836e-03,1.978163599967956543e+00,1.282608389854431152e+00,-2.614042043685913086e+00
1.519505381584167480e-01,-4.375643134117126465e-01,6.787507534027099609e-01,-5.683458410203456879e-03,-3.672987804748117924e-04,6.902410984039306641e-01,7.235570549964904785e-01,2.146752834320068359e+00,-1.917199850082397461e+00,-2.855845212936401367e+00,1.764161109924316406e+00,2.148803949356079102e+00,3.173392415046691895e-01,4.483731389045715332e-01
1.121184676885604858e-01,-4.008195698261260986e-01,4.546777009963989258e-01,5.487704277038574219e-01,7.602211833000183105e-01,-2.987780869007110596e-01,-1.778948456048965454e-01,1.243191838264465332e+00,-3.447627425193786621e-01,-2.283607006072998047e+00,-2.007031440734863281e+00,-1.039846539497375488e+00,1.262175321578979492e+00,7.215861678123474121e-01
-4.590752422809600830e-01,2.509165108203887939e-01,-6.625436991453170776e-02,-2.774515375494956970e-02,8.627224564552307129e-01,-1.565781235694885254e-01,-4.800243675708770752e-01,1.970281362533569336e+00,1.758327484130859375e+00,-2.444086313247680664e+00,1.442972779273986816e+00,-1.523190617561340332e+00,3.722631931304931641e-01,1.463788449764251709e-01
-5.050287246704101562e-01,4.859383776783943176e-02,1.038382887840270996e+00,3.680951148271560669e-02,-3.293070495128631592e-01,2.809253633022308350e-01,9.007124304771423340e-01,-6.185328364372253418e-01,-7.947200536727905273e-01,-9.523473381996154785e-01,-6.992405652999877930e-01,-1.969340085983276367e+00,4.391228035092353821e-02,-2.357777118682861328e+00
6.389916539192199707e-01,3.630311191082000732e-01,4.409682452678680420e-01,8.169669508934020996e-01,-2.505809664726257324e-01,-2.694113552570343018e-01,-4.440627396106719971e-01,5.905672535300254822e-02,1.700325250625610352e+00,-8.938251137733459473e-01,9.524434208869934082e-01,1.892678976058959961e+00,1.319623947143554688e+00,-1.611042022705078125e+00
7.876602560281753540e-02,6.832895278930664062e-01,2.571126818656921387e-01,6.755157113075256348e-01,-2.767428457736968994e-01,-6.533225774765014648e-01,2.006528079509735107e-01,-2.098042249679565430e+00,-1.268064975738525391e+00,6.076477766036987305e-01,1.089987277984619141e+00,9.228090047836303711e-01,-1.352367162704467773e+00,1.666734218597412109e+00
7.772272229194641113e-01,5.763803422451019287e-02,7.999375462532043457e-01,-2.728085517883300781e-01,3.439522981643676758e-01,-5.846238732337951660e-01,6.822662949562072754e-01,-3.491027653217315674e-02,1.065820217132568359e+00,1.542142033576965332e+00,-2.140251696109771729e-01,2.516981840133666992e+00,2.701425552368164062e-01,8.264904022216796875e-01
1.222909465432167053e-01,5.646159648895263672e-01,4.032839089632034302e-02,6.819561123847961426e-01,5.925549864768981934e-01,-4.636324942111968994e-02,-4.262216389179229736e-01,7.389270663261413574e-01,1.525753736495971680e+00,7.549232840538024902e-01,-1.462066292762756348e+00,-2.561840772628784180e+00,-2.420783042907714844e-01,-1.204501509666442871e+00
-1.474980264902114868e-01,7.547982931137084961e-01,3.570064008235931396e-01,9.729524254798889160e-01,-1.718469709157943726e-01,6.865194439888000488e-02,-1.382716149091720581e-01,-1.337113380432128906e+00,-1.859101891517639160e+00,4.353795200586318970e-02,-7.941617369651794434e-01,-2.853488624095916748e-01,-1.856094717979431152e+00,2.026219606399536133e+00
-8.001376986503601074e-01,-3.353022336959838867e-01,2.778677344322204590e-01,3.101531267166137695e-01,-7.353951334953308105e-01,-1.928810775279998779e-01,5.707852840423583984e-01,-2.511728763580322266e+00,1.525766968727111816e+00,2.108353137969970703e+00,4.817460179328918457e-01,4.194127023220062256e-02,-1.561930477619171143e-01,3.317998349666595459e-01
-1.780264377593994141e-01,5.260926485061645508e-01,7.580223679542541504e-01,1.494246572256088257e-01,1.229553762823343277e-02,9.255762100219726562e-01,3.476056754589080811e-01,1.731681585311889648e+00,1.658244729042053223e+00,-2.982861995697021484e-01,1.297753930091857910e+00,9.010215401649475098e-01,-7.475869655609130859e-01,-1.488738059997558594e-01
5.392479300498962402e-01,2.425862848758697510e-01,5.249997377395629883e-01,1.391964405775070190e-01,7.215995192527770996e-01,6.607673317193984985e-02,6.749460697174072266e-01,-2.071831941604614258e+00,-1.835219264030456543e+00,-2.352867126464843750e+00,1.671858668327331543e+00,-9.290589094161987305e-01,8.977228999137878418e-01,2.778827026486396790e-02
2.435227483510971069e-01,6.774720549583435059e-01,7.902260422706604004e-01,4.839559495449066162e-01,7.508754730224609375e-01,4.486328363418579102e-01,2.648095786571502686e-02,-1.943074464797973633e+00,-1.056648612022399902e+00,-3.693498075008392334e-01,-2.537494003772735596e-01,1.349895596504211426e-01,-1.429440617561340332e+00,-7.767030596733093262e-01
7.005450874567031860e-02,4.181857407093048096e-01,1.116830587387084961e+00,3.073651492595672607e-01,1.722689419984817505e-01,9.240779280662536621e-01,1.480885893106460571e-01,-1.288335442543029785e+00,-3.821458518505096436e-01,-9.591486454010009766e-01,4.100233614444732666e-01,1.716307044029235840e+00,6.170312762260437012e-01,-2.651693582534790039e+00
-1.407729834318161011e-01,-5.208572149276733398e-01,8.792005777359008789e-01,7.425714731216430664e-01,-3.233681917190551758e-01,-3.542368113994598389e-01,4.674792885780334473e-01,-2.406250000000000000e+00,7.471936941146850586e-01,-1.280897617340087891e+00,9.371733665466308594e-01,9.290699362754821777e-01,1.702084302902221680e+00,2.280235767364501953e+00
-6.525803357362747192e-02,-2.647162973880767822e-01,1.165397405624389648e+00,1.664526313543319702e-01,2.789316177368164062e-01,-4.161393344402313232e-01,8.493048548698425293e-01,-9.888495206832885742e-01,3.465784788131713867e-01,-2.127806663513183594e+00,-6.290692090988159180e-01,2.775366783142089844e+00,8.313909769058227539e-01,-6.599911451339721680e-01
6.898214817047119141e-01,2.645816206932067871e-01,4.785538651049137115e-03,5.266600847244262695e-01,8.225935101509094238e-01,1.194297298789024353e-01,-1.780607104301452637e-01,5.639860033988952637e-01,1.834699392318725586e+00,-1.129963755607604980e+00,-5.165645480155944824e-01,1.730756878852844238e+00,1.311865448951721191e+00,1.039181947708129883e+00
-2.112545371055603027e-01,7.160621285438537598e-01,8.536300659179687500e-01,-4.213749617338180542e-02,5.301215052604675293e-01,8.388886451721191406e-01,1.160237714648246765e-01,1.952081799507141113e+00,1.000177025794982910e+00,1.100271344184875488e+00,1.105561628937721252e-01,8.665286898612976074e-01,-3.208346664905548096e-01,-8.440441489219665527e-01
1.440514475107192993e-01,4.124497771263122559e-01,4.638435542583465576e-01,6.654901057481765747e-02,7.522846460342407227e-01,-3.778675496578216553e-01,5.355886220932006836e-01,-8.153617978096008301e-01,-1.339311599731445312e+00,-1.696014881134033203e+00,1.875188469886779785e+00,-8.146999031305313110e-02,-1.145453810691833496e+00,-2.213987350463867188e+00
-3.559141755104064941e-01,-5.194303393363952637e-01,1.150199696421623230e-01,-5.534238815307617188e-01,7.642278075218200684e-01,2.954393327236175537e-01,1.496443003416061401e-01,-2.509152889251708984e+00,1.442738294601440430e+00,-2.366878271102905273e+00,1.134637355804443359e+00,1.988641023635864258e+00,1.607164144515991211e+00,-2.823740005493164062e+00
2.820773720741271973e-01,-5.891110897064208984e-01,8.549209237098693848e-01,3.335522711277008057e-01,2.298060506582260132e-01,9.095904231071472168e-01,9.261332452297210693e-02,-9.686596989631652832e-01,1.115506768226623535e+00,-2.189399003982543945e+00,-5.163946151733398438e-01,-2.004265308380126953e+00,1.387934923171997070e+00,1.656042337417602539e+00
3.112504482269287109e-01,-7.568906545639038086e-01,5.951833724975585938e-01,7.722611427307128906e-01,-3.259180188179016113e-01,5.392360091209411621e-01,8.133117109537124634e-02,1.833902239799499512e+00,-1.400986313819885254e+00,-3.698534369468688965e-01,-3.733945786952972412e-01,1.046558618545532227e+00,-1.099430918693542480e+00,-3.408707082271575928e-01
1.475965082645416260e-01,-6.903601884841918945e-01,8.262662291526794434e-01,-4.390366375446319580e-01,-5.126895904541015625e-01,7.183793783187866211e-01,1.683071404695510864e-01,-1.276263236999511719e+00,1.041067361831665039e+00,-3.030675649642944336e-01,1.424655765295028687e-01,-1.130640268325805664e+00,1.292760729789733887e+00,-1.892729103565216064e-01
9.574544429779052734e-02,2.497954666614532471e-01,6.711304187774658203e-01,3.973794877529144287e-01,8.517627120018005371e-01,3.079142570495605469e-01,-1.475758254528045654e-01,1.988602876663208008e+00,-5.535865426063537598e-01,2.653323650360107422e+00,2.029216766357421875e+00,-2.273955792188644409e-01,-9.141124486923217773e-01,-7.216002345085144043e-01
5.812097787857055664e-01,-3.164895176887512207e-01,7.644383609294891357e-02,1.330857723951339722e-01,5.659718513488769531e-01,-1.712090671062469482e-01,7.953939437866210938e-01,1.629496514797210693e-01,1.953099489212036133e+00,1.880470395088195801e+00,1.261911749839782715e+00,-2.145786285400390625e+00,-1.047184109687805176e+00,8.624137043952941895e-01
-5.115118622779846191e-01,9.183242172002792358e-02,7.902655601501464844e-01,-5.176340937614440918e-01,-2.295700274407863617e-02,7.184030413627624512e-01,-4.641389846801757812e-01,2.220054626464843750e+00,2.284597456455230713e-01,-2.358279943466186523e+00,1.448870182037353516e+00,2.083861112594604492e+00,-9.003259539604187012e-01,1.607289314270019531e+00
5.184744670987129211e-02,-8.378479480743408203e-01,3.730240762233734131e-01,3.249098956584930420e-01,-2.226694487035274506e-03,-7.280683517456054688e-01,6.036099791526794434e-01,-1.348283529281616211e+00,1.697742700576782227e+00,-2.092675209045410156e+00,-2.619143426418304443e-01,2.649069547653198242e+00,-1.164324522018432617e+00,-2.985421419143676758e-01
-3.914588987827301025e-01,5.878793001174926758e-01,1.890624873340129852e-02,7.682386040687561035e-01,-7.583246380090713501e-02,6.318839192390441895e-01,-6.914918869733810425e-02,-8.925800919532775879e-01,-1.982679367065429688e+00,-2.651026964187622070e+00,8.407382294535636902e-03,-1.567924380302429199e+00,2.071463108062744141e+00,-7.641150355339050293e-01
-7.120182514190673828e-01,-7.153259217739105225e-02,2.036383934319019318e-02,-4.263808131217956543e-01,8.645121455192565918e-01,-2.660987973213195801e-01,3.090641694143414497e-03,-2.799791336059570312e+00,1.804639339447021484e+00,2.012712478637695312e+00,6.281538605690002441e-01,1.729087471961975098e+00,-1.518019318580627441e+00,-1.301879763603210449e+00
-4.521482586860656738e-01,4.333378970623016357e-01,6.321751475334167480e-01,8.648613691329956055e-01,-4.377280175685882568e-01,1.823399364948272705e-01,1.648063510656356812e-01,1.956844568252563477e+00,8.213044404983520508e-01,-2.143447160720825195e+00,8.609479665756225586e-01,-3.050049841403961182e-01,-2.072398900985717773e+00,-2.570363521575927734e+00
-5.375431105494499207e-02,-5.284286737442016602e-01,8.017827868461608887e-01,-1.584544032812118530e-01,5.656867623329162598e-01,7.965058684349060059e-01,-1.430702060461044312e-01,-1.448376536369323730e+00,1.403090238571166992e+00,2.896102070808410645e-01,9.518388509750366211e-01,1.647994220256805420e-01,-1.628656744956970215e+00,-1.294413805007934570e+00
5.476938188076019287e-02,3.939417004585266113e-01,-1.191424429416656494e-01,6.122974157333374023e-01,-1.863031983375549316e-01,6.645307540893554688e-01,3.857226073741912842e-01,-1.179992556571960449e+00,-1.894382715225219727e+00,-4.757647812366485596e-01,1.231081724166870117e+00,-2.544929087162017822e-01,-1.630034685134887695e+00,2.474901676177978516e+00
-6.664015650749206543e-01,-3.606241643428802490e-01,4.620258808135986328e-01,2.338800728321075439e-01,-3.401551246643066406e-01,-4.253325164318084717e-01,8.054109811782836914e-01,5.740610361099243164e-01,-2.025550842285156250e+00,9.124141931533813477e-02,-1.080967068672180176e+00,-2.115057468414306641e+00,-2.964034378528594971e-01,7.013318538665771484e-01
2.901348471641540527e-01,-1.047468855977058411e-01,7.036523222923278809e-01,8.688988685607910156e-01,-3.824951052665710449e-01,-1.581801623106002808e-01,2.714613974094390869e-01,-1.539522767066955566e+00,-3.494808375835418701e-01,9.753988981246948242e-01,-1.735776305198669434e+00,2.816656351089477539e+00,-1.810900688171386719e+00,1.591880917549133301e-01
6.186605095863342285e-01,9.735330939292907715e-02,-2.248481512069702148e-01,9.882829189300537109e-01,1.167022362351417542e-01,4.759123548865318298e-02,-8.609660714864730835e-02,4.348342493176460266e-02,2.045518159866333008e+00,3.213441371917724609e-01,-4.588663578033447266e-01,-1.772220134735107422e-01,5.682964920997619629e-01,2.938502788543701172e+00
2.069537490606307983e-01,6.995391845703125000e-01,-6.011399999260902405e-02,2.067096829414367676e-01,9.252710342407226562e-01,2.412478029727935791e-01,2.072296142578125000e-01,-1.461868762969970703e+00,-2.026359796524047852e+00,1.712112188339233398e+00,-6.500898003578186035e-01,1.382299780845642090e+00,5.372415184974670410e-01,1.658507585525512695e+00
-1.828532516956329346e-01,-4.983836412429809570e-01,1.009586811065673828e+00,3.136281371116638184e-01,7.069544792175292969e-01,-5.129466056823730469e-01,-3.724762201309204102e-01,1.395627617835998535e+00,-7.015444040298461914e-01,-2.703966379165649414e+00,1.927419304847717285e-01,1.860399007797241211e+00,-1.360983490943908691e+00,1.705185174942016602e+00
8.044255524873733521e-02,-3.578373491764068604e-01,8.879674077033996582e-01,6.885640621185302734e-01,4.651710987091064453e-01,-5.496262907981872559e-01,8.605949580669403076e-02,-2.099319249391555786e-01,8.184446096420288086e-01,7.817362546920776367e-01,1.304798483848571777e+00,-2.592613458633422852e+00,1.156903624534606934e+00,-2.585207521915435791e-01
-4.901797771453857422e-01,5.145454034209251404e-02,1.856174021959304810e-01,7.007691860198974609e-01,-1.994395703077316284e-01,-3.939196765422821045e-01,5.603336095809936523e-01,-1.225736379623413086e+00,-1.910899877548217773e+00,-1.783381819725036621e+00,-1.918859958648681641e+00,2.571675062179565430e+00,6.443862617015838623e-02,2.987880706787109375e+00
-4.723819494247436523e-01,3.143099844455718994e-01,6.840201020240783691e-01,-2.455104328691959381e-02,5.570237636566162109e-01,5.760683417320251465e-01,5.977181792259216309e-01,2.553492784500122070e-01,-1.033316969871520996e+00,1.503058552742004395e+00,-1.293902993202209473e+00,-8.487322926521301270e-01,1.176386475563049316e+00,2.234534502029418945e+00
6.055991351604461670e-02,5.222472548484802246e-01,1.369276940822601318e-01,2.370946258306503296e-01,2.623633742332458496e-01,9.336653351783752441e-01,5.675085633993148804e-02,-9.973789453506469727e-01,-1.572995424270629883e+00,-7.831899523735046387e-01,1.631477355957031250e+00,1.443816900253295898e+00,1.653053760528564453e+00,-6.924477219581604004e-01
4.090181589126586914e-01,-1.563200056552886963e-01,7.610212564468383789e-01,1.265181005001068115e-01,-2.367892563343048096e-01,8.342562317848205566e-01,-4.816021323204040527e-01,2.811132192611694336e+00,-1.590388827025890350e-02,-1.469648443162441254e-02,1.777347564697265625e+00,1.143852099776268005e-01,1.261446237564086914e+00,1.387160897254943848e+00
-3.194022178649902344e-01,-7.949885725975036621e-02,1.090579271316528320e+00,-6.266447901725769043e-01,-3.073045313358306885e-01,-4.110630154609680176e-01,5.864362120628356934e-01,-2.498697280883789062e+00,4.291553795337677002e-01,1.912811636924743652e+00,1.904827207326889038e-01,-1.060952663421630859e+00,-1.759003281593322754e+00,9.829996228218078613e-01
1.831778734922409058e-01,3.277781605720520020e-02,1.050235152244567871e+00,6.992748379707336426e-01,-5.865322351455688477e-01,1.041110828518867493e-01,-3.951652646064758301e-01,-1.148276686668395996e+00,4.298604726791381836e-01,-4.384360313415527344e-01,7.948849797248840332e-01,-8.809378743171691895e-01,-1.916978240013122559e+00,2.260428667068481445e+00
4.920973181724548340e-01,-3.089496120810508728e-02,3.088262379169464111e-01,6.895847916603088379e-01,-1.699314564466476440e-01,5.955852270126342773e-01,3.753322660923004150e-01,-8.749306201934814453e-01,2.086648464202880859e+00,-1.337815403938293457e+00,2.010733604431152344e+00,2.657917976379394531e+00,-1.780063509941101074e+00,8.400163054466247559e-01
-1.656544357538223267e-01,-4.082882404327392578e-01,6.156184673309326172e-01,5.636421442031860352e-01,-4.833535850048065186e-01,-3.913744390010833740e-01,5.436019897460937500e-01,-8.111280202865600586e-01,1.261227965354919434e+00,1.064643979072570801e+00,1.896639823913574219e+00,-2.119789123535156250e+00,4.506003260612487793e-01,1.718437075614929199e+00
8.333398103713989258e-01,4.438291490077972412e-02,1.571748703718185425e-01,4.432267546653747559e-01,-5.734144449234008789e-01,6.004983782768249512e-01,-3.378574550151824951e-01,-2.760558366775512695e+00,-1.812768697738647461e+00,1.652743458747863770e+00,-5.599219799041748047e-01,-6.951559185981750488e-01,2.816736996173858643e-01,6.419878005981445312e-01
8.616498112678527832e-02,7.616179585456848145e-01,4.541305303573608398e-01,-5.500741600990295410e-01,9.754845499992370605e-02,3.152233064174652100e-01,7.671616673469543457e-01,1.062575578689575195e+00,1.880027651786804199e+00,-7.594878673553466797e-01,1.102005720138549805e+00,4.386606514453887939e-01,1.234012693166732788e-01,-6.228746175765991211e-01
-5.098112821578979492e-01,-1.344090402126312256e-01,9.215101599693298340e-01,-8.091444522142410278e-02,-4.244409501552581787e-01,-6.464417576789855957e-01,6.288210153579711914e-01,8.875112533569335938e-01,-1.048824310302734375e+00,-2.293842077255249023e+00,9.871925711631774902e-01,-5.673253908753395081e-03,-4.733861684799194336e-01,3.767371773719787598e-01
-2.677347511053085327e-02,4.044539630413055420e-01,1.961596161127090454e-01,-3.233024105429649353e-02,-7.272678017616271973e-01,-1.711498349905014038e-01,6.638855934143066406e-01,-1.413645625114440918e+00,-1.004095911979675293e+00,-3.188217580318450928e-01,2.079169273376464844e+00,-1.272412419319152832e+00,1.744542837142944336e+00,-5.375495180487632751e-02
-6.595632433891296387e-02,-2.943812906742095947e-01,7.424879670143127441e-01,7.892961502075195312e-01,-2.859459817409515381e-01,2.979338169097900391e-01,-4.544029235839843750e-01,-2.239314556121826172e+00,1.477915406227111816e+00,-2.845844328403472900e-01,1.669982910156250000e+00,-3.257167339324951172e-01,-1.726658105850219727e+00,1.111342668533325195e+00
2.394609898328781128e-01,1.309237927198410034e-01,7.033187747001647949e-01,3.812269270420074463e-01,8.291211128234863281e-01,4.256843030452728271e-02,-4.067088067531585693e-01,2.050364017486572266e+00,-7.557089924812316895e-01,-9.053965210914611816e-01,-1.822378993034362793e+00,2.502498924732208252e-01,1.639206409454345703e+00,2.146348714828491211e+00
4.442048966884613037e-01,4.075855612754821777e-01,5.224050879478454590e-01,4.661361277103424072e-01,3.028713464736938477e-01,-4.663232564926147461e-01,6.881341934204101562e-01,1.256900429725646973e+00,1.789972543716430664e+00,8.171283602714538574e-01,1.230232596397399902e+00,5.195763707160949707e-02,-1.586033225059509277e+00,-1.826606988906860352e+00
-3.788362443447113037e-01,-7.079373002052307129e-01,6.332997679710388184e-01,2.377784103155136108e-01,1.129829045385122299e-02,5.817320346832275391e-01,7.777670621871948242e-01,-2.142947673797607422e+00,1.216311812400817871e+00,-2.811087131500244141e+00,2.262844741344451904e-01,-7.778967618942260742e-01,1.271975278854370117e+00,3.154931664466857910e-01
-3.554230332374572754e-01,2.064346522092819214e-01,1.627245396375656128e-01,-7.308682203292846680e-01,-2.556616663932800293e-01,-1.374631226062774658e-01,6.177156567573547363e-01,6.643149256706237793e-01,-1.733256578445434570e+00,-1.131691575050354004e+00,2.092698812484741211e+00,1.298798680305480957e+00,1.076337099075317383e-01,1.644232749938964844e+00
3.437728285789489746e-01,-7.844830751419067383e-01,3.856286406517028809e-01,-4.487873241305351257e-02,7.937654852867126465e-01,-6.058844923973083496e-01,2.874458953738212585e-02,1.918734550476074219e+00,-1.785468935966491699e+00,2.803157567977905273e+00,5.962265133857727051e-01,-2.968572974205017090e-01,7.544388175010681152e-01,-9.498052000999450684e-01
-6.384891271591186523e-01,2.555505037307739258e-01,2.602747082710266113e-01,9.137377738952636719e-01,1.192028298974037170e-01,-3.833318650722503662e-01,6.269564479589462280e-02,2.242860555648803711e+00,1.173962593078613281e+00,8.295538425445556641e-01,-1.332189679145812988e+00,2.766869783401489258e+00,-2.822478711605072021e-01,2.508898496627807617e+00
2.261316776275634766e-01,5.499485135078430176e-01,9.919525682926177979e-02,9.405113458633422852e-01,-2.692990899085998535e-01,-2.069128453731536865e-01,-1.017628889530897141e-02,-2.638233184814453125e+00,-1.574310302734375000e+00,-2.059047698974609375e+00,-1.404681205749511719e+00,-1.052352190017700195e+00,8.768483996391296387e-01,-9.405915141105651855e-01
-7.594538927078247070e-01,1.622521877288818359e-02,5.108211040496826172e-01,-4.837660193443298340e-01,-4.264174401760101318e-02,7.852873802185058594e-01,-3.840258121490478516e-01,2.616377115249633789e+00,1.654261827468872070e+00,2.052811861038208008e+00,-1.044662117958068848e+00,8.014448881149291992e-01,2.129640281200408936e-01,-2.289704561233520508e+00
1.530221402645111084e-01,-4.474974274635314941e-01,7.235697507858276367e-01,-4.778693318367004395e-01,8.364170193672180176e-01,-5.550808086991310120e-02,-2.626144886016845703e-01,-1.170062303543090820e+00,1.402324438095092773e-01,1.526934746652841568e-02,-1.388014674186706543e+00,2.620548486709594727e+00,-1.448507666587829590e+00,9.696439504623413086e-01
1.402575075626373291e-01,3.959115445613861084e-01,1.027163863182067871e+00,-5.470879673957824707e-01,6.773374080657958984e-01,4.871033728122711182e-01,-6.811100989580154419e-02,1.309261202812194824e+00,4.404048323631286621e-01,2.032613992691040039e+00,2.664826214313507080e-01,1.929990768432617188e+00,-1.975544571876525879e+00,-2.776615858078002930e+00
2.346319407224655151e-01,-2.302810400724411011e-01,1.060275077819824219e+00,2.885044515132904053e-01,1.269625574350357056e-01,5.659352540969848633e-01,7.618156075477600098e-01,8.394033312797546387e-01,3.215785920619964600e-01,8.968232870101928711e-01,1.118235230445861816e+00,-4.949839711189270020e-01,5.822049379348754883e-01,-1.198480930179357529e-02
-4.833795130252838135e-01,-5.120179057121276855e-01,8.871380686759948730e-01,-3.700260221958160400e-01,-4.502850770950317383e-01,6.469663381576538086e-01,-4.916896224021911621e-01,7.546064257621765137e-01,-8.810213208198547363e-01,2.709816455841064453e+00,-7.144057750701904297e-02,1.808055877685546875e+00,7.748878598213195801e-01,-1.237406134605407715e+00
6.847837567329406738e-01,5.259305238723754883e-01,1.303841322660446167e-01,-4.128320217132568359e-01,7.295328974723815918e-01,2.775897085666656494e-01,4.693563282489776611e-01,-2.534029006958007812e+00,-1.843432068824768066e+00,-3.583881556987762451e-01,-6.596871465444564819e-02,-1.756362676620483398e+00,4.467774629592895508e-01,-1.144868373870849609e+00
4.608471393585205078e-01,2.065562754869461060e-01,3.265290856361389160e-01,1.860364526510238647e-01,7.364618182182312012e-01,-1.010392606258392334e-02,6.503171324729919434e-01,1.295791387557983398e+00,9.810136556625366211e-01,2.140895843505859375e+00,1.991242527961730957e+00,-2.191077709197998047e+00,-5.422799587249755859e-01,3.766058683395385742e-01
-3.348199725151062012e-01,-2.216427326202392578e-01,9.736167192459106445e-01,4.217523336410522461e-01,-6.020258665084838867e-01,4.115161299705505371e-01,5.388359427452087402e-01,-1.073387861251831055e+00,-1.404393911361694336e-01,-1.379850864410400391e+00,-1.055914998054504395e+00,-2.392567634582519531e+00,-8.787578940391540527e-01,-7.076883912086486816e-01
-6.709163188934326172e-01,-2.596995979547500610e-02,3.792236745357513428e-01,-2.749468684196472168e-01,-7.536357045173645020e-01,-2.316087037324905396e-01,5.502679944038391113e-01,6.846635341644287109e-01,-1.054443001747131348e+00,2.167778253555297852e+00,-1.425446748733520508e+00,-1.024016380310058594e+00,3.254147171974182129e-01,-1.144059538841247559e+00
-6.446631997823715210e-02,-3.998422622680664062e-02,1.146372318267822266e+00,7.507886886596679688e-01,3.792371749877929688e-01,-5.403010249137878418e-01,2.388137578964233398e-02,1.561393618583679199e+00,-7.265280466526746750e-03,8.737894892692565918e-02,-5.195321515202522278e-03,-1.136143565177917480e+00,-1.997314453125000000e+00,2.719772577285766602e+00
7.732512950897216797e-01,-2.524862885475158691e-01,8.604805916547775269e-02,5.679328441619873047e-01,-5.476602911949157715e-01,6.079801917076110840e-01,-8.877268433570861816e-02,3.230809420347213745e-02,1.954852461814880371e+00,-1.690366983413696289e+00,-6.161916255950927734e-01,-2.667146921157836914e+00,-2.138711139559745789e-02,2.335578918457031250e+00
-1.731706708669662476e-01,-4.138014018535614014e-01,8.504061102867126465e-01,1.906172186136245728e-01,-1.114415377378463745e-02,9.357934594154357910e-01,2.963638901710510254e-01,9.153974652290344238e-01,-1.232055053114891052e-01,2.177272737026214600e-01,1.454232215881347656e+00,-4.098828434944152832e-01,1.602026820182800293e+00,1.389767765998840332e+00
