ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,q_prev_0,q_prev_1,q_prev_2,q_prev_3,q_prev_4,q_prev_5,q_prev_6,q_curr_0,q_curr_1,q_curr_2,q_curr_3,q_curr_4,q_curr_5,q_curr_6
-0.348432,-0.218338,-0.079282,-0.511475,0.655801,-0.383794,0.401274,0.683775,-1.654171,2.894036,-1.384096,1.005077,1.520712,1.617017,0.769667,-1.656575,2.771388,-1.410869,0.955004,1.513751,1.545795
-0.348231,-0.216397,-0.083651,-0.523606,0.652732,-0.367439,0.405915,0.769667,-1.656575,2.771388,-1.410869,0.955004,1.513751,1.545795,0.791349,-1.671378,2.747602,-1.403388,0.951171,1.507016,1.534586
-0.365621,-0.239207,-0.076835,-0.511689,0.669105,-0.344285,0.414658,0.791349,-1.671378,2.747602,-1.403388,0.951171,1.507016,1.534586,0.790333,-1.654219,2.758501,-1.347044,0.923837,1.518922,1.656891
-0.373436,-0.210539,-0.068254,-0.481899,0.689978,-0.317790,0.436709,0.790333,-1.654219,2.758501,-1.347044,0.923837,1.518922,1.656891,0.788285,-1.654328,2.695332,-1.382704,0.918518,1.545595,1.689349
-0.204048,0.207204,1.153999,0.475670,-0.272156,-0.509910,0.663070,1.649913,0.336105,-1.770970,0.306746,0.746496,-1.013279,-2.171716,1.602262,0.275347,-1.754937,0.331638,0.740018,-1.014020,-2.207726
-0.225735,0.202636,1.139055,0.515496,-0.277957,-0.461532,0.666328,1.602262,0.275347,-1.754937,0.331638,0.740018,-1.014020,-2.207726,1.627415,0.278378,-1.773217,0.374942,0.772269,-1.090813,-2.205269
-0.217243,0.249387,1.126626,0.504836,-0.323650,-0.517972,0.609997,1.627415,0.278378,-1.773217,0.374942,0.772269,-1.090813,-2.205269,1.579503,0.285354,-1.930809,0.384800,0.807868,-1.096353,-2.263505
-0.243038,0.282034,1.109776,0.509374,-0.326069,-0.537167,0.587936,1.579503,0.285354,-1.930809,0.384800,0.807868,-1.096353,-2.263505,1.677322,0.343152,-1.957363,0.371748,0.708817,-1.072683,-2.331967
-0.236029,0.308384,1.108112,0.483017,-0.306731,-0.523326,0.631459,1.677322,0.343152,-1.957363,0.371748,0.708817,-1.072683,-2.331967,1.710640,0.394449,-1.960876,0.318526,0.771267,-1.072574,-2.327305
-0.193218,0.326427,1.126350,0.408610,-0.300669,-0.554373,0.659778,1.710640,0.394449,-1.960876,0.318526,0.771267,-1.072574,-2.327305,1.664063,0.404102,-1.971021,0.252101,0.838267,-0.984618,-2.276395
-0.195932,0.390400,1.100467,0.376330,-0.322695,-0.567529,0.657385,1.664063,0.404102,-1.971021,0.252101,0.838267,-0.984618,-2.276395,1.707505,0.492357,-2.023396,0.199126,0.817547,-0.969725,-2.291026
-0.193909,0.397907,1.085958,0.412890,-0.349263,-0.538704,0.646015,1.707505,0.492357,-2.023396,0.199126,0.817547,-0.969725,-2.291026,1.656505,0.492640,-2.028115,0.241192,0.819774,-1.064953,-2.271753
-0.214099,0.371643,1.093404,0.435766,-0.298761,-0.500071,0.686134,1.656505,0.492640,-2.028115,0.241192,0.819774,-1.064953,-2.271753,1.735595,0.494086,-1.978767,0.215936,0.848062,-1.102183,-2.284078
-0.183015,0.394005,1.097251,0.401636,-0.297247,-0.534214,0.681871,1.735595,0.494086,-1.978767,0.215936,0.848062,-1.102183,-2.284078,1.723663,0.517921,-2.019975,0.142692,0.871567,-1.080557,-2.278454
-0.192571,0.377340,1.105842,0.384766,-0.301595,-0.490117,0.721652,1.723663,0.517921,-2.019975,0.142692,0.871567,-1.080557,-2.278454,1.770308,0.507789,-2.005908,0.125196,0.858637,-1.063546,-2.165123
-0.159553,0.386975,1.117100,0.334954,-0.253706,-0.507994,0.751918,1.770308,0.507789,-2.005908,0.125196,0.858637,-1.063546,-2.165123,1.807423,0.535219,-1.967236,0.007807,0.874596,-1.018022,-2.160902
-0.129136,0.353598,1.144979,0.293680,-0.230719,-0.499038,0.781973,1.807423,0.535219,-1.967236,0.007807,0.874596,-1.018022,-2.160902,1.805264,0.488223,-1.988906,-0.033868,0.924571,-0.942939,-2.064149
-0.091669,0.330457,1.158932,0.299437,-0.241463,-0.540169,0.748499,1.805264,0.488223,-1.988906,-0.033868,0.924571,-0.942939,-2.064149,1.762764,0.454802,-2.026391,-0.084796,0.874450,-0.968713,-2.020425
-0.088876,0.367980,1.137685,0.311100,-0.230490,-0.504604,0.771664,1.762764,0.454802,-2.026391,-0.084796,0.874450,-0.968713,-2.020425,1.726872,0.507456,-1.958018,-0.070541,0.935907,-1.036776,-2.048334
-0.069702,0.373017,1.137008,0.299871,-0.200015,-0.513229,0.778889,1.726872,0.507456,-1.958018,-0.070541,0.935907,-1.036776,-2.048334,1.736343,0.518618,-1.886556,-0.120483,0.909059,-1.041026,-2.074265
-0.080707,0.367755,1.141228,0.291930,-0.250402,-0.512189,0.767944,1.736343,0.518618,-1.886556,-0.120483,0.909059,-1.041026,-2.074265,1.684212,0.494790,-1.898832,-0.048106,0.858047,-1.000266,-2.010658
-0.080702,0.378159,1.133473,0.298248,-0.261753,-0.485558,0.778953,1.684212,0.494790,-1.898832,-0.048106,0.858047,-1.000266,-2.010658,1.658582,0.507785,-1.870036,-0.027556,0.862154,-1.034208,-1.977535
-0.088396,0.376350,1.129801,0.317550,-0.247643,-0.441478,0.801831,1.658582,0.507785,-1.870036,-0.027556,0.862154,-1.034208,-1.977535,1.639859,0.509217,-1.861245,0.015244,0.958551,-1.071097,-1.974907
-0.053299,0.436632,1.101427,0.279124,-0.264728,-0.480647,0.788027,1.639859,0.509217,-1.861245,0.015244,0.958551,-1.071097,-1.974907,1.565638,0.583289,-1.859052,0.000260,0.961163,-1.065959,-2.011499
-0.065863,0.454347,1.089921,0.265802,-0.259070,-0.447066,0.813857,1.565638,0.583289,-1.859052,0.000260,0.961163,-1.065959,-2.011499,1.625037,0.615526,-1.819844,-0.033740,0.924457,-1.071636,-1.971501
-0.053502,0.423158,1.110577,0.277396,-0.223106,-0.483885,0.799456,1.625037,0.615526,-1.819844,-0.033740,0.924457,-1.071636,-1.971501,1.650122,0.576642,-1.786456,-0.082346,0.891376,-1.063750,-2.030074
-0.079207,0.484528,1.070492,0.245635,-0.249640,-0.438109,0.827891,1.650122,0.576642,-1.786456,-0.082346,0.891376,-1.063750,-2.030074,1.601945,0.654248,-1.718142,0.032139,0.913905,-1.031512,-2.037822
-0.086653,0.515048,1.047759,0.229316,-0.258136,-0.438359,0.829832,1.601945,0.654248,-1.718142,0.032139,0.913905,-1.031512,-2.037822,1.584423,0.697844,-1.650043,0.071472,0.871914,-1.011931,-2.076330
-0.126520,0.569012,0.988072,0.225402,-0.316922,-0.393948,0.832802,1.584423,0.697844,-1.650043,0.071472,0.871914,-1.011931,-2.076330,1.568198,0.779655,-1.710022,0.179907,0.899391,-1.035236,-2.072919
-0.102840,0.556438,1.003464,0.248129,-0.317688,-0.452812,0.795278,1.568198,0.779655,-1.710022,0.179907,0.899391,-1.035236,-2.072919,1.533950,0.752310,-1.706358,0.163461,0.852742,-1.046307,-2.138650
-0.076148,0.510176,1.042940,0.261187,-0.280565,-0.445185,0.809244,1.533950,0.752310,-1.706358,0.163461,0.852742,-1.046307,-2.138650,1.470359,0.688207,-1.622791,0.183742,0.882535,-1.045744,-2.113336
-0.098488,0.512530,1.041651,0.244420,-0.231470,-0.418415,0.843569,1.470359,0.688207,-1.622791,0.183742,0.882535,-1.045744,-2.113336,1.529151,0.708598,-1.540775,0.181883,0.912481,-1.010543,-2.159938
-0.097703,0.448148,1.084946,0.289206,-0.220191,-0.424384,0.829321,1.529151,0.708598,-1.540775,0.181883,0.912481,-1.010543,-2.159938,1.531288,0.616527,-1.547269,0.167927,0.895533,-1.030919,-2.134339
-0.050534,0.519257,1.047951,0.205632,-0.215987,-0.432300,0.850989,1.531288,0.616527,-1.547269,0.167927,0.895533,-1.030919,-2.134339,1.486997,0.709526,-1.518895,0.127779,0.927894,-0.981176,-2.115883
0.015115,0.592359,0.990468,0.138838,-0.208129,-0.453416,0.855465,1.486997,0.709526,-1.518895,0.127779,0.927894,-0.981176,-2.115883,1.436707,0.821391,-1.486921,0.065400,0.938350,-0.992192,-2.115562
0.056639,0.591586,0.987480,0.141121,-0.215611,-0.492591,0.831235,1.436707,0.821391,-1.486921,0.065400,0.938350,-0.992192,-2.115562,1.377021,0.824107,-1.528484,0.047923,0.957722,-1.016024,-2.130083
0.052252,0.566918,1.012697,0.149693,-0.218518,-0.506301,0.820671,1.377021,0.824107,-1.528484,0.047923,0.957722,-1.016024,-2.130083,1.418032,0.779677,-1.560905,-0.014807,0.916579,-1.009567,-2.098110
0.112619,0.582332,0.997122,0.096918,-0.197311,-0.585171,0.780545,1.418032,0.779677,-1.560905,-0.014807,0.916579,-1.009567,-2.098110,1.377724,0.810168,-1.555644,-0.083937,0.925307,-0.949850,-2.192717
0.045968,0.569565,1.015392,0.132023,-0.201099,-0.547766,0.801300,1.377724,0.810168,-1.555644,-0.083937,0.925307,-0.949850,-2.192717,1.477984,0.779642,-1.638099,-0.077016,0.966861,-0.963871,-2.177137
-0.034140,0.575998,1.010972,0.130897,-0.159135,-0.451757,0.868019,1.477984,0.779642,-1.638099,-0.077016,0.966861,-0.963871,-2.177137,1.583971,0.789925,-1.488975,-0.013784,0.969438,-0.949294,-2.193108
-0.007048,0.598932,0.995339,0.079534,-0.132205,-0.490999,0.857389,1.583971,0.789925,-1.488975,-0.013784,0.969438,-0.949294,-2.193108,1.596450,0.818002,-1.509182,-0.082783,1.035502,-0.900620,-2.263963
0.007659,0.631428,0.962579,0.035934,-0.103654,-0.462400,0.879858,1.596450,0.818002,-1.509182,-0.082783,1.035502,-0.900620,-2.263963,1.604999,0.869356,-1.462996,-0.117481,1.084608,-0.899866,-2.244529
0.021140,0.490459,1.084271,0.120338,-0.082640,-0.475613,0.867457,1.604999,0.869356,-1.462996,-0.117481,1.084608,-0.899866,-2.244529,1.559025,0.656506,-1.501862,-0.090653,1.074336,-0.867356,-2.189221
0.055539,0.474116,1.094136,0.113613,-0.110316,-0.567596,0.807934,1.559025,0.656506,-1.501862,-0.090653,1.074336,-0.867356,-2.189221,1.542499,0.635058,-1.611205,-0.168036,1.007340,-0.839524,-2.205248
0.046346,0.453698,1.111493,0.122390,-0.121218,-0.623858,0.762318,1.542499,0.635058,-1.611205,-0.168036,1.007340,-0.839524,-2.205248,1.515787,0.602621,-1.650154,-0.121863,1.012007,-0.789958,-2.314917
0.002402,0.442163,1.121625,0.144679,-0.140574,-0.627575,0.751968,1.515787,0.602621,-1.650154,-0.121863,1.012007,-0.789958,-2.314917,1.542424,0.578431,-1.664228,-0.054222,0.992515,-0.765363,-2.365814
-0.008046,0.376693,1.153457,0.197407,-0.103050,-0.617492,0.754397,1.542424,0.578431,-1.664228,-0.054222,0.992515,-0.765363,-2.365814,1.544229,0.498869,-1.667093,-0.034951,1.047833,-0.806257,-2.392263
0.047133,0.359808,1.159316,0.183664,-0.094129,-0.687669,0.696074,1.544229,0.498869,-1.667093,-0.034951,1.047833,-0.806257,-2.392263,1.512023,0.486168,-1.715289,-0.142812,0.995698,-0.808706,-2.399668
0.073059,0.384664,1.143349,0.152348,-0.078588,-0.701137,0.692113,1.512023,0.486168,-1.715289,-0.142812,0.995698,-0.808706,-2.399668,1.539629,0.528278,-1.737766,-0.222099,1.015859,-0.809196,-2.412590
0.046015,0.403232,1.134049,0.163861,-0.064530,-0.676929,0.714670,1.539629,0.528278,-1.737766,-0.222099,1.015859,-0.809196,-2.412590,1.600650,0.550806,-1.731621,-0.213905,1.058344,-0.843674,-2.456601
0.048310,0.355743,1.155974,0.192430,-0.055120,-0.651869,0.731436,1.600650,0.550806,-1.731621,-0.213905,1.058344,-0.843674,-2.456601,1.588944,0.491909,-1.733892,-0.209058,1.054904,-0.861745,-2.373950
-0.002160,0.355858,1.156263,0.236799,-0.076963,-0.613749,0.749209,1.588944,0.491909,-1.733892,-0.209058,1.054904,-0.861745,-2.373950,1.635977,0.487052,-1.729241,-0.140240,1.025676,-0.910025,-2.362606
0.002896,0.375766,1.144787,0.231570,-0.084825,-0.608631,0.754154,1.635977,0.487052,-1.729241,-0.140240,1.025676,-0.910025,-2.362606,1.656672,0.511477,-1.687852,-0.176869,0.955254,-0.939253,-2.333513
0.032403,0.300703,1.175857,0.256727,-0.072476,-0.665840,0.696775,1.656672,0.511477,-1.687852,-0.176869,0.955254,-0.939253,-2.333513,1.610577,0.414785,-1.680638,-0.205223,0.868899,-0.935530,-2.352827
0.210766,-0.021609,1.084562,0.591826,-0.222437,0.770982,-0.076484,-2.264271,-0.501164,-2.754427,1.053428,1.795410,-1.199575,-0.061703,-2.226882,-0.575596,-2.816858,0.993775,1.848415,-1.286144,-0.022379
0.191863,-0.037891,1.072657,0.608396,-0.219947,0.758272,-0.080634,-2.226882,-0.575596,-2.816858,0.993775,1.848415,-1.286144,-0.022379,-2.206964,-0.568255,-2.840507,1.053205,1.854088,-1.358355,-0.082945
0.176149,-0.105707,1.053348,0.621693,-0.252379,0.734973,-0.098066,-2.206964,-0.568255,-2.840507,1.053205,1.854088,-1.358355,-0.082945,-2.289202,-0.508238,-2.769295,1.107519,1.846932,-1.429673,-0.135646
0.185178,-0.134137,1.021814,0.666069,-0.259621,0.689634,-0.115563,-2.289202,-0.508238,-2.769295,1.107519,1.846932,-1.429673,-0.135646,-2.338645,-0.510523,-2.699922,1.176695,1.822515,-1.541501,-0.193995
0.184595,-0.120906,1.023497,0.681318,-0.277321,0.657993,-0.161073,-2.338645,-0.510523,-2.699922,1.176695,1.822515,-1.541501,-0.193995,-2.279215,-0.498942,-2.717705,1.155427,1.784972,-1.601690,-0.090392
0.178205,-0.084179,1.030803,0.667200,-0.276593,0.674052,-0.154902,-2.279215,-0.498942,-2.717705,1.155427,1.784972,-1.601690,-0.090392,-2.193291,-0.540035,-2.805398,1.163878,1.777599,-1.570283,-0.047662
0.134149,-0.138157,1.027665,0.634374,-0.294555,0.706700,-0.106683,-2.193291,-0.540035,-2.805398,1.163878,1.777599,-1.570283,-0.047662,-2.251792,-0.476024,-2.823056,1.194273,1.764526,-1.524158,-0.165776
0.147959,-0.127945,1.006801,0.662366,-0.295075,0.678762,-0.116121,-2.251792,-0.476024,-2.823056,1.194273,1.764526,-1.524158,-0.165776,-2.214876,-0.517620,-2.819383,1.256508,1.724368,-1.572159,-0.184375
0.167593,-0.103432,1.002883,0.688978,-0.263498,0.668636,-0.093831,-2.214876,-0.517620,-2.819383,1.256508,1.724368,-1.572159,-0.184375,-2.236629,-0.570128,-2.814070,1.264417,1.747518,-1.613138,-0.231575
0.174093,-0.084271,1.010067,0.708858,-0.239016,0.658141,-0.085102,-2.236629,-0.570128,-2.814070,1.264417,1.747518,-1.613138,-0.231575,-2.242559,-0.582380,-2.825361,1.229056,1.764020,-1.660262,-0.237684
0.201824,-0.077519,1.010404,0.758983,-0.226188,0.609699,-0.032423,-2.242559,-0.582380,-2.825361,1.229056,1.764020,-1.660262,-0.237684,-2.257878,-0.584053,-2.766098,1.163330,1.644453,-1.689971,-0.295249
0.148416,-0.157838,1.003246,0.718312,-0.305378,0.624719,-0.022346,-2.257878,-0.584053,-2.766098,1.163330,1.644453,-1.689971,-0.295249,-2.408502,-0.496736,-2.738112,1.196688,1.630180,-1.668930,-0.316381
0.151344,-0.152872,1.007448,0.717773,-0.252306,0.647773,-0.039156,-2.408502,-0.496736,-2.738112,1.196688,1.630180,-1.668930,-0.316381,-2.367786,-0.487283,-2.739939,1.198635,1.703452,-1.660564,-0.367862
0.139286,-0.163430,1.005940,0.725862,-0.248123,0.641351,-0.015109,-2.367786,-0.487283,-2.739939,1.198635,1.703452,-1.660564,-0.367862,-2.350976,-0.462831,-2.747174,1.196030,1.650142,-1.655710,-0.428586
0.155648,-0.175092,0.977029,0.739864,-0.273756,0.614117,-0.022797,-2.350976,-0.462831,-2.747174,1.196030,1.650142,-1.655710,-0.428586,-2.363515,-0.496297,-2.698029,1.273527,1.592925,-1.655941,-0.444104
0.148803,-0.178625,0.981357,0.721683,-0.272174,0.636370,0.011329,-2.363515,-0.496297,-2.698029,1.273527,1.592925,-1.655941,-0.444104,-2.340293,-0.491485,-2.717398,1.278214,1.582193,-1.576484,-0.483786
0.153012,-0.176450,0.981175,0.748875,-0.206008,0.628969,-0.033827,-2.340293,-0.491485,-2.717398,1.278214,1.582193,-1.576484,-0.483786,-2.327419,-0.466003,-2.695474,1.263320,1.650607,-1.680928,-0.538483
0.162428,-0.146374,0.992535,0.748391,-0.220029,0.625698,-0.000416,-2.327419,-0.466003,-2.695474,1.263320,1.650607,-1.680928,-0.538483,-2.294240,-0.510008,-2.742399,1.239960,1.611324,-1.649074,-0.493263
0.116521,-0.166310,1.003467,0.689289,-0.259775,0.675883,-0.024072,-2.294240,-0.510008,-2.742399,1.239960,1.611324,-1.649074,-0.493263,-2.289824,-0.457277,-2.811721,1.243754,1.678722,-1.600231,-0.421448
0.081322,-0.190317,0.995530,0.677911,-0.236894,0.695487,-0.024817,-2.289824,-0.457277,-2.811721,1.243754,1.678722,-1.600231,-0.421448,-2.319327,-0.411417,-2.833060,1.273512,1.744266,-1.639935,-0.514236
0.086324,-0.197744,0.989977,0.701875,-0.234929,0.671959,-0.025520,-2.319327,-0.411417,-2.833060,1.273512,1.744266,-1.639935,-0.514236,-2.226948,-0.387011,-2.838414,1.265412,1.639456,-1.629498,-0.540765
0.035380,-0.192804,0.991836,0.664730,-0.270142,0.696331,0.016722,-2.226948,-0.387011,-2.838414,1.265412,1.639456,-1.629498,-0.540765,-2.224325,-0.385496,-2.967060,1.289910,1.648905,-1.613335,-0.549936
0.032252,-0.208316,0.987788,0.636855,-0.277293,0.718439,0.037005,-2.224325,-0.385496,-2.967060,1.289910,1.648905,-1.613335,-0.549936,-2.221879,-0.376856,-2.953346,1.313689,1.663043,-1.520848,-0.586236
-0.012050,-0.256354,0.957438,0.600185,-0.336101,0.725555,-0.019624,-2.221879,-0.376856,-2.953346,1.313689,1.663043,-1.520848,-0.586236,-2.240626,-0.292208,-2.961076,1.360271,1.669818,-1.532239,-0.536924
0.030096,-0.212764,0.995749,0.577914,-0.312264,0.753849,-0.014785,-2.240626,-0.292208,-2.961076,1.360271,1.669818,-1.532239,-0.536924,-2.214705,-0.368909,-2.952402,1.310518,1.733376,-1.444559,-0.443225
0.054019,-0.188412,1.022992,0.553337,-0.259993,0.790853,-0.027802,-2.214705,-0.368909,-2.952402,1.310518,1.733376,-1.444559,-0.443225,-2.196830,-0.391987,-2.936314,1.263532,1.850651,-1.384841,-0.427999
0.076523,-0.138355,1.058306,0.577573,-0.205960,0.789848,-0.011428,-2.196830,-0.391987,-2.936314,1.263532,1.850651,-1.384841,-0.427999,-2.146977,-0.416573,-2.967060,1.152869,1.854804,-1.395249,-0.402034
0.093228,-0.130220,1.073978,0.590725,-0.169341,0.787798,-0.041728,-2.146977,-0.416573,-2.967060,1.152869,1.854804,-1.395249,-0.402034,-2.146323,-0.392879,-2.926505,1.079860,1.898249,-1.415578,-0.376156
0.084084,-0.153277,1.065489,0.603461,-0.130706,0.781424,-0.090154,-2.146323,-0.392879,-2.926505,1.079860,1.898249,-1.415578,-0.376156,-2.095212,-0.341424,-2.920048,1.088784,1.942844,-1.490637,-0.423734
0.103606,-0.107818,1.074574,0.615246,-0.124940,0.774487,-0.077668,-2.095212,-0.341424,-2.920048,1.088784,1.942844,-1.490637,-0.423734,-2.109175,-0.408064,-2.933634,1.072466,1.947199,-1.493481,-0.370267
0.099598,-0.107249,1.083820,0.575291,-0.119015,0.808706,-0.029493,-2.109175,-0.408064,-2.933634,1.072466,1.947199,-1.493481,-0.370267,-2.080525,-0.411616,-2.950297,1.070089,1.945706,-1.367543,-0.443143
0.116714,-0.087152,1.083300,0.572448,-0.137582,0.808297,0.005502,-2.080525,-0.411616,-2.950297,1.070089,1.945706,-1.367543,-0.443143,-2.126838,-0.465262,-2.936833,1.081572,1.917053,-1.322737,-0.424661
0.083759,-0.133132,1.071813,0.559591,-0.183599,0.808171,-0.003036,-2.126838,-0.465262,-2.936833,1.081572,1.917053,-1.322737,-0.424661,-2.079933,-0.405089,-2.967060,1.115853,1.852550,-1.310267,-0.428305
0.133591,-0.071769,1.083522,0.610292,-0.104911,0.785088,-0.013179,-2.079933,-0.405089,-2.967060,1.115853,1.852550,-1.310267,-0.428305,-2.081444,-0.465320,-2.915535,1.051328,1.890077,-1.381861,-0.429198
0.086979,-0.132466,1.095306,0.552173,-0.142441,0.821135,-0.023515,-2.081444,-0.465320,-2.915535,1.051328,1.890077,-1.381861,-0.429198,-1.991225,-0.347239,-2.967060,1.016101,1.863943,-1.269109,-0.432615
0.094126,-0.112903,1.121493,0.524360,-0.126679,0.842021,-0.001061,-1.991225,-0.347239,-2.967060,1.016101,1.863943,-1.269109,-0.432615,-1.937491,-0.332253,-2.967060,0.923111,1.833289,-1.153265,-0.419734
0.114250,-0.074115,1.114222,0.547750,-0.101876,0.830055,0.024494,-1.937491,-0.332253,-2.967060,0.923111,1.833289,-1.153265,-0.419734,-1.884773,-0.403165,-2.967060,0.962053,1.778731,-1.156463,-0.463722
0.121448,-0.101335,1.103829,0.537756,-0.114280,0.835314,0.002848,-1.884773,-0.403165,-2.967060,0.962053,1.778731,-1.156463,-0.463722,-1.843451,-0.383240,-2.932890,1.005607,1.767347,-1.106302,-0.493215
0.122665,-0.069665,1.085257,0.522815,-0.112450,0.844884,0.013792,-1.843451,-0.383240,-2.932890,1.005607,1.767347,-1.106302,-0.493215,-1.812165,-0.481787,-2.967060,1.121397,1.797896,-1.075734,-0.534409
0.114100,-0.097612,1.063251,0.502424,-0.155094,0.850597,-0.000305,-1.812165,-0.481787,-2.967060,1.121397,1.797896,-1.075734,-0.534409,-1.866875,-0.495005,-2.967060,1.217121,1.848843,-1.070288,-0.531124
0.129590,-0.057716,1.052776,0.539024,-0.091770,0.836961,0.022962,-1.866875,-0.495005,-2.967060,1.217121,1.848843,-1.070288,-0.531124,-1.828968,-0.560945,-2.967060,1.254290,1.852444,-1.135894,-0.635868
0.145394,-0.027447,1.053131,0.558971,-0.051571,0.827573,0.003813,-1.828968,-0.560945,-2.967060,1.254290,1.852444,-1.135894,-0.635868,-1.784275,-0.587023,-2.947047,1.241102,1.850732,-1.165506,-0.639693
0.141019,-0.020393,1.045245,0.566455,-0.032824,0.822990,-0.027167,-1.784275,-0.587023,-2.947047,1.241102,1.850732,-1.165506,-0.639693,-1.755421,-0.600809,-2.963688,1.271479,1.884441,-1.222381,-0.641139
0.165628,-0.022106,1.040313,0.551150,-0.015389,0.830526,-0.078891,-1.755421,-0.600809,-2.963688,1.271479,1.884441,-1.222381,-0.641139,-1.781610,-0.600123,-2.891989,1.289427,1.992653,-1.211401,-0.649462
0.173437,-0.007263,1.048438,0.569993,-0.000405,0.815693,-0.098758,-1.781610,-0.600123,-2.891989,1.289427,1.992653,-1.211401,-0.649462,-1.782594,-0.592992,-2.875847,1.239829,1.980995,-1.247621,-0.597980
0.141504,-0.033876,1.043934,0.582681,-0.047625,0.808599,-0.066198,-1.782594,-0.592992,-2.875847,1.239829,1.980995,-1.247621,-0.597980,-1.878877,-0.585147,-2.951755,1.261441,1.961050,-1.338461,-0.550869
0.143378,-0.076770,1.017932,0.602141,-0.138877,0.784823,-0.046820,-1.878877,-0.585147,-2.951755,1.261441,1.961050,-1.338461,-0.550869,-2.004696,-0.586718,-2.917196,1.330278,1.880542,-1.364262,-0.496686
0.184368,-0.095750,1.011505,0.630918,-0.072208,0.765934,-0.100363,-2.004696,-0.586718,-2.917196,1.330278,1.880542,-1.364262,-0.496686,-1.947134,-0.522681,-2.789117,1.304843,1.899161,-1.381555,-0.595442
0.204205,-0.009044,1.029249,0.654077,0.030877,0.755503,-0.021099,-1.947134,-0.522681,-2.789117,1.304843,1.899161,-1.381555,-0.595442,-1.951635,-0.622399,-2.815158,1.231435,1.921104,-1.420481,-0.684702
0.205576,0.038671,1.042505,0.636200,0.092572,0.765842,-0.012898,-1.951635,-0.622399,-2.815158,1.231435,1.921104,-1.420481,-0.684702,-1.908352,-0.652586,-2.836763,1.182547,1.978558,-1.406955,-0.715357
0.458282,-0.438867,0.831119,0.528066,0.169512,0.008643,0.832068,-0.037668,0.957758,1.313273,1.002972,1.382295,-0.126676,-2.104037,-0.082361,0.908288,1.386201,1.000215,1.326302,-0.079043,-2.132732
0.373220,-0.474178,0.867787,0.505686,0.100837,-0.036649,0.856020,-0.082361,0.908288,1.386201,1.000215,1.326302,-0.079043,-2.132732,-0.181329,0.851548,1.360376,1.011213,1.334889,-0.017654,-2.144583
0.408042,-0.493688,0.823732,0.527290,0.146717,-0.058025,0.834909,-0.181329,0.851548,1.360376,1.011213,1.334889,-0.017654,-2.144583,-0.204611,0.913800,1.409312,1.000540,1.349490,-0.041421,-2.202692
0.479861,-0.429016,0.844891,0.527474,0.172768,0.071549,0.828736,-0.204611,0.913800,1.409312,1.000540,1.349490,-0.041421,-2.202692,-0.094749,0.886706,1.424061,0.924773,1.386313,-0.101713,-2.118793
0.533640,-0.381600,0.831655,0.512834,0.205439,0.105254,0.826872,-0.094749,0.886706,1.424061,0.924773,1.386313,-0.101713,-2.118793,-0.004879,0.914988,1.429805,0.915402,1.383935,-0.081252,-2.114306
0.553623,-0.351061,0.839610,0.510782,0.212113,0.159786,0.817666,-0.004879,0.914988,1.429805,0.915402,1.383935,-0.081252,-2.114306,0.044206,0.869073,1.506209,0.894269,1.346642,-0.063121,-2.092979
0.493022,-0.381791,0.890690,0.467644,0.190018,0.067710,0.860591,0.044206,0.869073,1.506209,0.894269,1.346642,-0.063121,-2.092979,-0.042627,0.845017,1.397607,0.860484,1.315009,-0.048248,-2.132369
0.552462,-0.389153,0.837549,0.474397,0.238216,0.073165,0.844303,-0.042627,0.845017,1.397607,0.860484,1.315009,-0.048248,-2.132369,-0.070180,0.910212,1.500816,0.814438,1.365972,-0.028858,-2.219308
0.471554,-0.383199,0.935852,0.415393,0.122745,0.137625,0.890753,-0.070180,0.910212,1.500816,0.814438,1.365972,-0.028858,-2.219308,-0.109738,0.758820,1.516995,0.760599,1.372669,0.099690,-2.139651
0.447649,-0.380462,0.965998,0.368826,0.047954,0.193378,0.907895,-0.109738,0.758820,1.516995,0.760599,1.372669,0.099690,-2.139651,-0.148088,0.708381,1.581644,0.710359,1.422225,0.236483,-2.105880
0.487996,-0.357283,0.944667,0.342511,0.079704,0.148696,0.924242,-0.148088,0.708381,1.581644,0.710359,1.422225,0.236483,-2.105880,-0.088888,0.761782,1.553789,0.724868,1.374403,0.300980,-2.160136
0.538930,-0.329209,0.925023,0.341552,0.133027,0.158721,0.916763,-0.088888,0.761782,1.553789,0.724868,1.374403,0.300980,-2.160136,-0.053838,0.818368,1.529207,0.688818,1.365918,0.256358,-2.152317
0.501541,-0.365452,0.931351,0.387989,0.118476,0.171461,0.897791,-0.053838,0.818368,1.529207,0.688818,1.365918,0.256358,-2.152317,-0.099687,0.776141,1.556552,0.719696,1.351243,0.174037,-2.093774
0.545192,-0.384794,0.874280,0.408341,0.124331,0.205884,0.880575,-0.099687,0.776141,1.556552,0.719696,1.351243,0.174037,-2.093774,-0.122107,0.879256,1.549932,0.726485,1.329655,0.186207,-1.919945
0.549938,-0.412564,0.829930,0.390201,0.135205,0.140268,0.899882,-0.122107,0.879256,1.549932,0.726485,1.329655,0.186207,-1.919945,-0.139555,0.943073,1.554464,0.785175,1.233061,0.283452,-1.902894
0.584159,-0.399829,0.815685,0.325459,0.185351,0.098938,0.921918,-0.139555,0.943073,1.554464,0.785175,1.233061,0.283452,-1.902894,-0.152943,0.988238,1.561659,0.727781,1.111897,0.374755,-1.914036
