ee_x,ee_y,ee_z,ee_qx,ee_qy,ee_qz,ee_qw,q_prev_0,q_prev_1,q_prev_2,q_prev_3,q_prev_4,q_prev_5,q_prev_6,q_curr_0,q_curr_1,q_curr_2,q_curr_3,q_curr_4,q_curr_5,q_curr_6
0.227385,0.341550,-0.147529,-0.547575,0.612042,0.536935,0.193046,0.256207,1.873644,0.496011,-1.452174,1.408242,0.665014,-2.879312,0.222901,1.930744,0.549439,-1.474471,1.409726,0.641328,-2.852026
0.206671,0.336692,-0.127090,-0.533622,0.602317,0.566697,0.176962,0.222901,1.930744,0.549439,-1.474471,1.409726,0.641328,-2.852026,0.213177,1.909870,0.551748,-1.553582,1.405933,0.673809,-2.845124
0.176013,0.335367,-0.111525,-0.529284,0.567848,0.610846,0.155805,0.213177,1.909870,0.551748,-1.553582,1.405933,0.673809,-2.845124,0.260760,1.891005,0.528783,-1.609448,1.385646,0.772103,-2.831346
0.194393,0.300203,-0.114081,-0.554330,0.586051,0.570605,0.153857,0.260760,1.891005,0.528783,-1.609448,1.385646,0.772103,-2.831346,0.231483,1.840698,0.448857,-1.650968,1.423606,0.750752,-2.879255
0.179814,0.286770,-0.109023,-0.486966,0.594399,0.623184,0.145589,0.231483,1.840698,0.448857,-1.650968,1.423606,0.750752,-2.879255,0.189074,1.873172,0.444793,-1.682328,1.408186,0.861046,-2.818274
0.186591,0.304254,-0.080279,-0.502424,0.570337,0.633763,0.143631,0.189074,1.873172,0.444793,-1.682328,1.408186,0.861046,-2.818274,0.262505,1.785567,0.437238,-1.714567,1.435378,0.914036,-2.801952
0.227881,0.315149,-0.068345,-0.493575,0.570491,0.627785,0.191859,0.262505,1.785567,0.437238,-1.714567,1.435378,0.914036,-2.801952,0.218882,1.752516,0.468267,-1.678564,1.442426,0.920526,-2.799446
0.207896,0.326225,-0.070834,-0.493348,0.556064,0.639784,0.195133,0.218882,1.752516,0.468267,-1.678564,1.442426,0.920526,-2.799446,0.232337,1.788314,0.499775,-1.677384,1.439973,0.916161,-2.838463
0.226521,0.306994,-0.090149,-0.468926,0.576686,0.636899,0.204699,0.232337,1.788314,0.499775,-1.677384,1.439973,0.916161,-2.838463,0.192685,1.815512,0.464132,-1.636688,1.437406,0.957141,-2.806615
0.234505,0.329199,-0.075018,-0.460764,0.538280,0.679978,0.188628,0.192685,1.815512,0.464132,-1.636688,1.437406,0.957141,-2.806615,0.234832,1.791694,0.484577,-1.599793,1.359840,1.042225,-2.693317
0.194663,0.343393,-0.073076,-0.451714,0.503522,0.713387,0.183027,0.234832,1.791694,0.484577,-1.599793,1.359840,1.042225,-2.693317,0.282196,1.831988,0.514015,-1.615965,1.354331,1.090446,-2.741978
0.202504,0.340531,-0.052575,-0.446904,0.489498,0.717524,0.214076,0.282196,1.831988,0.514015,-1.615965,1.354331,1.090446,-2.741978,0.229160,1.812122,0.546827,-1.659262,1.343061,1.085112,-2.792572
0.275504,0.322064,-0.035052,-0.425512,0.497512,0.692644,0.302762,0.229160,1.812122,0.546827,-1.659262,1.343061,1.085112,-2.792572,0.107172,1.760796,0.559872,-1.634955,1.367779,1.115590,-2.823891
0.302023,0.307880,-0.044154,-0.400558,0.496815,0.686565,0.348362,0.107172,1.760796,0.559872,-1.634955,1.367779,1.115590,-2.823891,0.065141,1.779549,0.549284,-1.589601,1.386847,1.179781,-2.847168
0.250509,0.319236,-0.073454,-0.372300,0.488270,0.732037,0.295141,0.065141,1.779549,0.549284,-1.589601,1.386847,1.179781,-2.847168,0.118518,1.881283,0.551971,-1.564635,1.340321,1.224484,-2.790715
0.257735,0.317564,-0.079424,-0.336865,0.499500,0.731479,0.319312,0.118518,1.881283,0.551971,-1.564635,1.340321,1.224484,-2.790715,0.093795,1.910591,0.565995,-1.545096,1.380922,1.250429,-2.797665
0.212265,0.312782,-0.098127,-0.340207,0.483221,0.766085,0.252726,0.093795,1.910591,0.565995,-1.545096,1.380922,1.250429,-2.797665,0.135460,1.966183,0.538285,-1.545186,1.292488,1.279609,-2.736509
0.204946,0.305785,-0.102398,-0.343983,0.501677,0.754914,0.245154,0.135460,1.966183,0.538285,-1.545186,1.292488,1.279609,-2.736509,0.122596,1.972855,0.527275,-1.564381,1.304096,1.240397,-2.748273
0.197651,0.298519,-0.102888,-0.301771,0.522723,0.764587,0.226055,0.122596,1.972855,0.527275,-1.564381,1.304096,1.240397,-2.748273,0.077368,2.002309,0.539237,-1.585943,1.305950,1.229361,-2.691078
0.206175,0.282700,-0.123925,-0.248616,0.552269,0.764963,0.219135,0.077368,2.002309,0.539237,-1.585943,1.305950,1.229361,-2.691078,0.055317,2.034061,0.503977,-1.545231,1.357815,1.283586,-2.617527
0.157314,0.309407,-0.108105,-0.214788,0.550541,0.790814,0.159323,0.055317,2.034061,0.503977,-1.545231,1.357815,1.283586,-2.617527,0.069940,2.094395,0.585186,-1.601333,1.327653,1.208801,-2.564470
0.181282,0.277622,-0.090072,-0.255212,0.569759,0.758158,0.188252,0.069940,2.094395,0.585186,-1.601333,1.327653,1.208801,-2.564470,-0.005487,2.005403,0.530316,-1.688249,1.341261,1.154574,-2.648984
0.157186,0.243993,-0.105030,-0.276019,0.595705,0.738992,0.151125,-0.005487,2.005403,0.530316,-1.688249,1.341261,1.154574,-2.648984,-0.007581,2.006259,0.436827,-1.723934,1.337529,1.136733,-2.665458
0.078109,0.241014,-0.100007,-0.248841,0.587420,0.766442,0.074720,-0.007581,2.006259,0.436827,-1.723934,1.337529,1.136733,-2.665458,0.051384,2.094395,0.421162,-1.790028,1.325800,1.146447,-2.668122
0.058948,0.211491,-0.113813,-0.240813,0.640644,0.728946,0.014909,0.051384,2.094395,0.421162,-1.790028,1.325800,1.146447,-2.668122,0.081918,2.094395,0.335506,-1.815382,1.402857,1.120345,-2.628647
0.057755,0.247638,-0.098955,-0.241746,0.604076,0.759143,-0.018784,0.081918,2.094395,0.335506,-1.815382,1.402857,1.120345,-2.628647,0.113463,2.094395,0.431173,-1.798728,1.315566,1.085325,-2.519345
0.045652,0.193599,-0.103041,-0.214779,0.651463,0.726417,-0.042236,0.113463,2.094395,0.431173,-1.798728,1.315566,1.085325,-2.519345,0.042753,2.094395,0.305448,-1.866290,1.359913,1.087123,-2.538167
0.093550,0.202040,-0.081795,-0.245113,0.624084,0.741875,-0.007798,0.042753,2.094395,0.305448,-1.866290,1.359913,1.087123,-2.538167,0.002036,1.994568,0.340118,-1.880447,1.283819,1.088632,-2.509104
0.084133,0.200376,-0.068835,-0.202376,0.619687,0.757641,-0.031823,0.002036,1.994568,0.340118,-1.880447,1.283819,1.088632,-2.509104,-0.007998,2.000368,0.342024,-1.915787,1.286532,1.125393,-2.457372
0.097091,0.215668,-0.066882,-0.238416,0.606285,0.757665,-0.038986,-0.007998,2.000368,0.342024,-1.915787,1.286532,1.125393,-2.457372,0.031538,1.966613,0.373835,-1.892514,1.251047,1.102177,-2.423388
0.142988,0.260474,-0.053714,-0.291531,0.584304,0.757360,-0.002339,0.031538,1.966613,0.373835,-1.892514,1.251047,1.102177,-2.423388,0.100384,1.876029,0.455838,-1.834306,1.261003,1.090142,-2.403866
0.128227,0.226134,-0.050035,-0.227945,0.641661,0.731645,-0.031756,0.100384,1.876029,0.455838,-1.834306,1.261003,1.090142,-2.403866,0.068356,1.867144,0.382087,-1.921382,1.377618,1.093295,-2.393682
0.144608,0.221257,-0.050439,-0.250935,0.655523,0.711460,-0.033864,0.068356,1.867144,0.382087,-1.921382,1.377618,1.093295,-2.393682,0.066819,1.825756,0.366733,-1.916822,1.367786,1.055685,-2.369707
0.134947,0.234230,-0.038375,-0.239007,0.616658,0.749958,-0.013110,0.066819,1.825756,0.366733,-1.916822,1.367786,1.055685,-2.369707,0.076237,1.845401,0.401986,-1.925349,1.359342,1.129808,-2.416908
0.127236,0.207753,-0.036449,-0.196240,0.642054,0.741041,0.010689,0.076237,1.845401,0.401986,-1.925349,1.359342,1.129808,-2.416908,-0.017444,1.873178,0.370518,-1.979216,1.403604,1.122569,-2.480086
0.106241,0.210696,-0.003374,-0.227032,0.642173,0.729776,-0.059144,-0.017444,1.873178,0.370518,-1.979216,1.403604,1.122569,-2.480086,0.079303,1.792644,0.366184,-2.073680,1.417137,1.090514,-2.439122
0.074927,0.199540,-0.009811,-0.228171,0.643684,0.727860,-0.061873,0.079303,1.792644,0.366184,-2.073680,1.417137,1.090514,-2.439122,0.078434,1.860174,0.344699,-2.094395,1.429013,1.077886,-2.530085
0.113519,0.223951,0.001258,-0.255900,0.603933,0.753715,0.041148,0.078434,1.860174,0.344699,-2.094395,1.429013,1.077886,-2.530085,0.025664,1.823318,0.422468,-2.059023,1.411626,1.101430,-2.632058
0.105470,0.220866,0.009801,-0.228096,0.599129,0.766436,0.039915,0.025664,1.823318,0.422468,-2.059023,1.411626,1.101430,-2.632058,-0.002581,1.843367,0.430737,-2.085991,1.409710,1.118335,-2.632526
0.124572,0.242844,-0.006987,-0.220168,0.582996,0.776498,0.093228,-0.002581,1.843367,0.430737,-2.085991,1.409710,1.118335,-2.632526,0.040469,1.859302,0.456299,-2.000313,1.451086,1.205383,-2.666122
0.253583,-0.281633,0.823019,0.034770,-0.703622,0.707916,0.050621,0.593833,0.780263,0.869127,1.567742,0.408074,-0.413499,1.625447,0.598838,0.771687,0.887056,1.621697,0.484861,-0.411858,1.584655
0.275861,-0.288298,0.779313,-0.092546,0.734639,-0.672092,-0.005829,0.598838,0.771687,0.887056,1.621697,0.484861,-0.411858,1.584655,0.675565,0.717805,0.976585,1.688903,0.559331,-0.377589,1.479030
0.257737,-0.295349,0.792881,-0.083039,0.725094,-0.682586,-0.037673,0.675565,0.717805,0.976585,1.688903,0.559331,-0.377589,1.479030,0.623609,0.733150,0.942802,1.673139,0.589971,-0.386087,1.418079
0.265324,-0.281016,0.787212,-0.086690,0.704203,-0.703963,-0.031943,0.623609,0.733150,0.942802,1.673139,0.589971,-0.386087,1.418079,0.667892,0.758895,0.930353,1.708703,0.594724,-0.319519,1.425640
0.266378,-0.287450,0.795651,0.090534,-0.699948,0.708092,-0.021944,0.667892,0.758895,0.930353,1.708703,0.594724,-0.319519,1.425640,0.734088,0.665212,0.953313,1.688810,0.551771,-0.261594,1.470094
0.268464,-0.300088,0.795184,-0.102418,0.714345,-0.691108,-0.039899,0.734088,0.665212,0.953313,1.688810,0.551771,-0.261594,1.470094,0.633764,0.700987,0.983021,1.652656,0.510006,-0.341123,1.453218
0.299424,-0.285194,0.808096,0.140334,-0.692605,0.705107,0.058551,0.633764,0.700987,0.983021,1.652656,0.510006,-0.341123,1.453218,0.624890,0.740837,0.996490,1.599661,0.521950,-0.353825,1.406476
0.287255,-0.305716,0.790063,-0.155838,0.692859,-0.690725,-0.136236,0.624890,0.740837,0.996490,1.599661,0.521950,-0.353825,1.406476,0.545415,0.772077,1.018810,1.627499,0.485537,-0.345271,1.337708
0.299586,-0.309650,0.813671,0.155019,-0.677394,0.703092,0.150889,0.545415,0.772077,1.018810,1.627499,0.485537,-0.345271,1.337708,0.496085,0.773763,1.031927,1.546058,0.432660,-0.363541,1.385634
0.296909,-0.319433,0.808150,-0.158682,0.698749,-0.676589,-0.169699,0.496085,0.773763,1.031927,1.546058,0.432660,-0.363541,1.385634,0.455430,0.780792,1.044197,1.533574,0.446061,-0.430787,1.352845
0.340836,-0.291074,0.763963,-0.228282,0.702229,-0.638165,-0.217961,0.455430,0.780792,1.044197,1.533574,0.446061,-0.430787,1.352845,0.527148,0.856030,1.086343,1.588593,0.354766,-0.478222,1.337290
0.376312,-0.254334,0.747814,-0.297880,0.693872,-0.630006,-0.181388,0.527148,0.856030,1.086343,1.588593,0.354766,-0.478222,1.337290,0.647930,0.840376,1.123588,1.607512,0.372572,-0.479398,1.277288
0.382099,-0.274857,0.777425,0.253606,-0.662840,0.669243,0.220092,0.647930,0.840376,1.123588,1.607512,0.372572,-0.479398,1.277288,0.512872,0.904468,1.092763,1.514156,0.394470,-0.458459,1.315683
0.368611,-0.258874,0.796481,-0.238213,0.699553,-0.651096,-0.173074,0.512872,0.904468,1.092763,1.514156,0.394470,-0.458459,1.315683,0.568658,0.858519,1.049014,1.498221,0.435552,-0.563591,1.322093
0.389439,-0.242420,0.769172,-0.281738,0.660282,-0.657681,-0.228269,0.568658,0.858519,1.049014,1.498221,0.435552,-0.563591,1.322093,0.615264,0.903062,1.084442,1.551371,0.298193,-0.482917,1.338613
0.326922,-0.246841,0.775937,-0.237154,0.695444,-0.641820,-0.219507,0.615264,0.903062,1.084442,1.551371,0.298193,-0.482917,1.338613,0.681997,0.844330,0.996751,1.640690,0.251867,-0.498460,1.364986
0.374838,-0.209158,0.785193,0.298903,-0.636575,0.672325,0.231102,0.681997,0.844330,0.996751,1.640690,0.251867,-0.498460,1.364986,0.720641,0.898251,1.007920,1.587974,0.287198,-0.462332,1.274234
0.379764,-0.211147,0.797437,0.321097,-0.648573,0.676348,0.137127,0.720641,0.898251,1.007920,1.587974,0.287198,-0.462332,1.274234,0.791575,0.773897,1.059641,1.556269,0.322474,-0.436822,1.272378
0.361344,-0.221670,0.738104,-0.351374,0.720940,-0.569152,-0.181240,0.791575,0.773897,1.059641,1.556269,0.322474,-0.436822,1.272378,0.814129,0.769575,1.095339,1.665532,0.255412,-0.596229,1.251594
0.321038,-0.245399,0.739391,-0.312690,0.733841,-0.564960,-0.211003,0.814129,0.769575,1.095339,1.665532,0.255412,-0.596229,1.251594,0.789928,0.750696,1.049017,1.709154,0.186345,-0.573691,1.283518
0.347705,-0.231561,0.725575,-0.334940,0.718770,-0.572407,-0.208651,0.789928,0.750696,1.049017,1.709154,0.186345,-0.573691,1.283518,0.805751,0.775054,1.096480,1.711832,0.169020,-0.549372,1.313536
0.348352,-0.233188,0.755502,-0.341156,0.709250,-0.598711,-0.148735,0.805751,0.775054,1.096480,1.711832,0.169020,-0.549372,1.313536,0.850236,0.689434,1.087304,1.658564,0.197069,-0.513037,1.299815
0.332320,-0.247495,0.730926,-0.302678,0.728674,-0.599814,-0.132829,0.850236,0.689434,1.087304,1.658564,0.197069,-0.513037,1.299815,0.813772,0.719282,1.080641,1.729887,0.285716,-0.463001,1.311448
0.354616,-0.210259,0.750043,-0.327896,0.699512,-0.624158,-0.116593,0.813772,0.719282,1.080641,1.729887,0.285716,-0.463001,1.311448,0.905051,0.731318,1.056682,1.696120,0.250541,-0.463320,1.334602
0.329446,-0.244945,0.736894,-0.323319,0.713369,-0.602994,-0.151552,0.905051,0.731318,1.056682,1.696120,0.250541,-0.463320,1.334602,0.834293,0.708872,1.067324,1.728302,0.249245,-0.451094,1.272676
0.321872,-0.260124,0.725487,-0.297424,0.733878,-0.589688,-0.158839,0.834293,0.708872,1.067324,1.728302,0.249245,-0.451094,1.272676,0.788704,0.705829,1.092852,1.739867,0.206804,-0.462922,1.348268
0.316901,-0.253237,0.754060,-0.276278,0.721153,-0.619508,-0.140779,0.788704,0.705829,1.092852,1.739867,0.206804,-0.462922,1.348268,0.815917,0.697702,1.041560,1.704198,0.207133,-0.449125,1.376546
0.279871,-0.264316,0.716223,-0.294391,0.759844,-0.550806,-0.180512,0.815917,0.697702,1.041560,1.704198,0.207133,-0.449125,1.376546,0.835316,0.679190,1.016005,1.806548,0.179310,-0.513710,1.294611
0.259070,-0.264948,0.698494,-0.288095,0.750982,-0.552213,-0.219289,0.835316,0.679190,1.016005,1.806548,0.179310,-0.513710,1.294611,0.817656,0.726189,0.987207,1.880423,0.178946,-0.458232,1.256724
0.262682,-0.272674,0.697914,-0.310548,0.734257,-0.553315,-0.241389,0.817656,0.726189,0.987207,1.880423,0.178946,-0.458232,1.256724,0.780546,0.730742,1.011335,1.871476,0.193569,-0.428808,1.185699
0.233862,-0.281991,0.688649,-0.296839,0.774758,-0.497836,-0.252578,0.780546,0.730742,1.011335,1.871476,0.193569,-0.428808,1.185699,0.763499,0.704808,0.987829,1.891819,0.168330,-0.529062,1.173873
0.267335,-0.283854,0.723124,-0.340711,0.719811,-0.523039,-0.303675,0.763499,0.704808,0.987829,1.891819,0.168330,-0.529062,1.173873,0.710278,0.729624,1.028114,1.783078,0.129618,-0.511393,1.103430
0.297962,-0.257080,0.743337,-0.343247,0.670586,-0.566872,-0.333394,0.710278,0.729624,1.028114,1.783078,0.129618,-0.511393,1.103430,0.749411,0.782090,1.020013,1.744382,0.014090,-0.470692,1.203556
0.287288,-0.239807,0.744296,-0.342081,0.669002,-0.582537,-0.309948,0.749411,0.782090,1.020013,1.744382,0.014090,-0.470692,1.203556,0.839194,0.772341,0.965379,1.786264,0.007746,-0.446785,1.218694
0.319859,-0.217481,0.731094,-0.377856,0.667511,-0.536951,-0.351195,0.839194,0.772341,0.965379,1.786264,0.007746,-0.446785,1.218694,0.843844,0.823767,1.018663,1.760129,-0.038409,-0.571741,1.201386
0.312670,-0.228061,0.738841,-0.352345,0.668904,-0.548080,-0.357810,0.843844,0.823767,1.018663,1.760129,-0.038409,-0.571741,1.201386,0.789178,0.844727,1.001869,1.748758,0.002189,-0.551878,1.195551
0.339444,-0.187532,0.748458,-0.388032,0.630297,-0.576218,-0.346596,0.789178,0.844727,1.001869,1.748758,0.002189,-0.551878,1.195551,0.873499,0.881634,0.981076,1.730195,0.041608,-0.541736,1.139493
0.366905,-0.165260,0.702632,-0.412320,0.616221,-0.599542,-0.301355,0.873499,0.881634,0.981076,1.730195,0.041608,-0.541736,1.139493,0.918235,0.944496,1.040146,1.807333,0.145068,-0.455238,1.156526
0.334342,-0.196731,0.693962,-0.404531,0.683262,-0.538714,-0.281593,0.918235,0.944496,1.040146,1.807333,0.145068,-0.455238,1.156526,0.907813,0.853016,1.040689,1.833289,0.147246,-0.549649,1.142195
0.332829,-0.202416,0.690619,-0.412374,0.678096,-0.562254,-0.232389,0.907813,0.853016,1.040689,1.833289,0.147246,-0.549649,1.142195,0.940080,0.801720,1.048974,1.854871,0.203144,-0.464019,1.123304
0.337486,-0.193676,0.662202,-0.411470,0.728600,-0.508968,-0.201954,0.940080,0.801720,1.048974,1.854871,0.203144,-0.464019,1.123304,0.949268,0.812473,1.081442,1.881741,0.274394,-0.580584,1.144205
0.305781,-0.200821,0.700772,-0.366391,0.709605,-0.565925,-0.204810,0.949268,0.812473,1.081442,1.881741,0.274394,-0.580584,1.144205,0.973638,0.800712,0.968242,1.878691,0.238866,-0.496686,1.162970
0.279359,-0.241585,0.680980,-0.362353,0.740445,-0.533867,-0.188223,0.973638,0.800712,0.968242,1.878691,0.238866,-0.496686,1.162970,0.933864,0.698080,0.997773,1.913499,0.228077,-0.466502,1.145556
0.293313,-0.212397,0.732011,-0.353913,0.690054,-0.608806,-0.167112,0.933864,0.698080,0.997773,1.913499,0.228077,-0.466502,1.145556,0.987225,0.747714,0.915826,1.843739,0.329641,-0.419892,1.082437
0.260315,-0.231797,0.751987,-0.283636,0.706650,-0.621919,-0.182791,0.987225,0.747714,0.915826,1.843739,0.329641,-0.419892,1.082437,0.908706,0.758103,0.858711,1.827904,0.327277,-0.424414,1.138764
0.251899,-0.219512,0.754311,-0.255569,0.728786,-0.626947,-0.102432,0.908706,0.758103,0.858711,1.827904,0.327277,-0.424414,1.138764,1.000444,0.734157,0.802178,1.847346,0.408851,-0.444575,1.181282
0.219971,-0.230949,0.769116,-0.179997,0.732183,-0.649941,-0.095324,1.000444,0.734157,0.802178,1.847346,0.408851,-0.444575,1.181282,0.958587,0.735220,0.744081,1.847888,0.403029,-0.414169,1.270185
0.184903,-0.268913,0.755618,-0.120530,0.774470,-0.619251,-0.046871,0.958587,0.735220,0.744081,1.847888,0.403029,-0.414169,1.270185,0.939142,0.635234,0.733975,1.862853,0.413124,-0.422040,1.344571
0.185768,-0.261987,0.800597,-0.131133,0.739062,-0.658711,-0.051878,0.939142,0.635234,0.733975,1.862853,0.413124,-0.422040,1.344571,0.945953,0.629994,0.695090,1.775518,0.429585,-0.409769,1.291604
0.177603,-0.259988,0.821358,-0.127059,0.728860,-0.670708,-0.052633,0.945953,0.629994,0.695090,1.775518,0.429585,-0.409769,1.291604,0.943734,0.622801,0.663865,1.735852,0.449839,-0.421060,1.262055
0.230854,-0.154347,1.136260,-0.381803,0.576557,-0.558755,0.457823,-1.638174,0.046152,1.083403,-0.450562,0.221699,1.088500,-1.550700,-1.613653,0.059162,1.115329,-0.458463,0.230902,1.064053,-1.628227
0.212757,-0.162171,1.153417,0.354523,-0.537605,0.612327,-0.458638,-1.613653,0.059162,1.115329,-0.458463,0.230902,1.064053,-1.628227,-1.596511,0.076496,1.100944,-0.406671,0.194822,0.975483,-1.663083
0.178111,-0.186432,1.166013,0.315318,-0.519925,0.658435,-0.443526,-1.596511,0.076496,1.100944,-0.406671,0.194822,0.975483,-1.663083,-1.673558,0.093398,1.063340,-0.357437,0.243012,0.929235,-1.703489
0.159968,-0.242008,1.158314,0.254727,-0.554706,0.683827,-0.399746,-1.673558,0.093398,1.063340,-0.357437,0.243012,0.929235,-1.703489,-1.646836,0.142390,0.962709,-0.343353,0.133132,0.901809,-1.648806
0.194876,-0.221933,1.155880,0.293630,-0.531854,0.678563,-0.412875,-1.646836,0.142390,0.962709,-0.343353,0.133132,0.901809,-1.648806,-1.496348,0.130449,0.900353,-0.369028,0.136436,0.868297,-1.695047
0.202444,-0.253629,1.140473,0.297664,-0.547585,0.688414,-0.370989,-1.496348,0.130449,0.900353,-0.369028,0.136436,0.868297,-1.695047,-1.517690,0.150228,0.891882,-0.413108,0.102933,0.847604,-1.745018
0.220180,-0.301363,1.104435,0.323010,-0.585679,0.655868,-0.349973,-1.517690,0.150228,0.891882,-0.413108,0.102933,0.847604,-1.745018,-1.553048,0.182410,0.880366,-0.500783,0.154180,0.868440,-1.814175
0.225224,-0.271981,1.112054,0.354334,-0.559997,0.675645,-0.323041,-1.553048,0.182410,0.880366,-0.500783,0.154180,0.868440,-1.814175,-1.571317,0.142805,0.914212,-0.519365,0.150541,0.858980,-1.888182
0.238466,-0.284627,1.104661,0.338009,-0.573342,0.638726,-0.386080,-1.571317,0.142805,0.914212,-0.519365,0.150541,0.858980,-1.888182,-1.501047,0.175921,0.876842,-0.509772,0.199247,0.861767,-1.810344
0.285687,-0.260931,1.083301,0.403524,-0.586824,0.606798,-0.352991,-1.501047,0.175921,0.876842,-0.509772,0.199247,0.861767,-1.810344,-1.355154,0.169615,0.847716,-0.559243,0.088569,0.924174,-1.828019
0.314574,-0.298835,1.048206,-0.417172,0.605626,-0.562131,0.378409,-1.355154,0.169615,0.847716,-0.559243,0.088569,0.924174,-1.828019,-1.311386,0.223438,0.793667,-0.605783,0.175803,0.920671,-1.861033
0.299369,-0.284545,1.060326,-0.412270,0.618398,-0.531532,0.406314,-1.311386,0.223438,0.793667,-0.605783,0.175803,0.920671,-1.861033,-1.363645,0.216365,0.869062,-0.571511,0.184891,1.000097,-1.791244
0.307420,-0.370811,1.020772,-0.399736,0.653682,-0.491913,0.413442,-1.363645,0.216365,0.869062,-0.571511,0.184891,1.000097,-1.791244,-1.346939,0.355171,0.856691,-0.516610,0.165241,1.045240,-1.803663
0.332148,-0.427911,0.975915,-0.413147,0.661909,-0.460440,0.423298,-1.346939,0.355171,0.856691,-0.516610,0.165241,1.045240,-1.803663,-1.323871,0.474678,0.904284,-0.492768,0.126506,1.054651,-1.854064
0.334384,-0.436035,0.982898,-0.392642,0.645959,-0.443359,0.481665,-1.323871,0.474678,0.904284,-0.492768,0.126506,1.054651,-1.854064,-1.279522,0.517772,0.895302,-0.409591,0.202651,1.062133,-1.825788
0.320879,-0.452447,0.982518,-0.349543,0.658162,-0.479124,0.463770,-1.279522,0.517772,0.895302,-0.409591,0.202651,1.062133,-1.825788,-1.308945,0.504163,0.841401,-0.433508,0.197431,0.979115,-1.796947
0.330016,-0.468029,0.966615,-0.318209,0.695878,-0.494605,0.412144,-1.308945,0.504163,0.841401,-0.433508,0.197431,0.979115,-1.796947,-1.257838,0.503767,0.706539,-0.446158,0.127762,0.948634,-1.724351
0.280466,-0.473279,0.970860,-0.310973,0.732383,-0.480258,0.369138,-1.257838,0.503767,0.706539,-0.446158,0.127762,0.948634,-1.724351,-1.379562,0.462949,0.748018,-0.481254,0.088841,1.050254,-1.705431
0.292519,-0.467031,0.989438,-0.294561,0.685478,-0.497578,0.442458,-1.379562,0.462949,0.748018,-0.481254,0.088841,1.050254,-1.705431,-1.332847,0.487682,0.756103,-0.418053,0.184108,0.966079,-1.707197
0.293069,-0.436770,1.007795,-0.294216,0.674088,-0.444528,0.511309,-1.332847,0.487682,0.756103,-0.418053,0.184108,0.966079,-1.707197,-1.335007,0.466218,0.805156,-0.405208,0.280382,1.021092,-1.638962
0.235906,-0.430984,1.047512,-0.271077,0.648312,-0.544959,0.457415,-1.335007,0.466218,0.805156,-0.405208,0.280382,1.021092,-1.638962,-1.394965,0.425914,0.768971,-0.339052,0.232023,0.974195,-1.695030
0.311371,-0.389178,1.042454,-0.319624,0.603027,-0.519015,0.514609,-1.394965,0.425914,0.768971,-0.339052,0.232023,0.974195,-1.695030,-1.257314,0.418802,0.795466,-0.396083,0.279986,0.885512,-1.743980
0.270679,-0.407617,1.061745,-0.262338,0.592974,-0.551430,0.524867,-1.257314,0.418802,0.795466,-0.396083,0.279986,0.885512,-1.743980,-1.293882,0.429746,0.755811,-0.319883,0.305147,0.851032,-1.694099
0.300343,-0.395579,1.043011,-0.287238,0.597667,-0.526191,0.532364,-1.293882,0.429746,0.755811,-0.319883,0.305147,0.851032,-1.694099,-1.313547,0.400224,0.800602,-0.442525,0.341888,0.815377,-1.729829
0.330321,-0.335462,1.064205,-0.324155,0.552172,-0.503883,0.579768,-1.313547,0.400224,0.800602,-0.442525,0.341888,0.815377,-1.729829,-1.215640,0.373663,0.848398,-0.428562,0.361037,0.802850,-1.744965
0.383832,-0.343944,1.019728,-0.344538,0.598334,-0.431265,0.580775,-1.215640,0.373663,0.848398,-0.428562,0.361037,0.802850,-1.744965,-1.139240,0.420186,0.823414,-0.480856,0.331813,0.851925,-1.686031
0.350573,-0.270295,1.072119,-0.409082,0.543495,-0.449082,0.579302,-1.139240,0.420186,0.823414,-0.480856,0.331813,0.851925,-1.686031,-1.111493,0.339348,0.861103,-0.415677,0.340491,0.950915,-1.752079
0.332226,-0.207390,1.103907,-0.439827,0.482680,-0.422873,0.628292,-1.111493,0.339348,0.861103,-0.415677,0.340491,0.950915,-1.752079,-1.077253,0.288337,0.914030,-0.385034,0.430559,0.975900,-1.772279
0.296259,-0.209949,1.131999,-0.391610,0.447524,-0.462476,0.657632,-1.077253,0.288337,0.914030,-0.385034,0.430559,0.975900,-1.772279,-1.101806,0.275828,0.888494,-0.317679,0.494341,0.901072,-1.770361
0.255634,-0.170358,1.158154,-0.420677,0.398943,-0.468896,0.666342,-1.101806,0.275828,0.888494,-0.317679,0.494341,0.901072,-1.770361,-1.098682,0.236763,0.910406,-0.244636,0.538931,0.968425,-1.806285
0.235363,-0.134880,1.167881,-0.445814,0.383983,-0.437295,0.680132,-1.098682,0.236763,0.910406,-0.244636,0.538931,0.968425,-1.806285,-1.096856,0.198481,0.922378,-0.228164,0.586923,1.034100,-1.771836
0.173761,-0.088208,1.200212,-0.394313,0.345196,-0.462707,0.715024,-1.096856,0.198481,0.922378,-0.228164,0.586923,1.034100,-1.771836,-1.139865,0.130872,0.948379,-0.153138,0.585684,0.957730,-1.667598
0.179253,-0.094906,1.196767,-0.406809,0.347557,-0.467054,0.703969,-1.139865,0.130872,0.948379,-0.153138,0.585684,0.957730,-1.667598,-1.115394,0.139429,0.889980,-0.152327,0.620028,0.982881,-1.701592
